id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
19544,34,Wiraswasta,112115,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
19545,52,?,134447,Pendidikan Tinggi,10,Menikah,?,Laki2,0.0,0.0,50.0,<=7jt
19546,29,Wiraswasta,216479,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
19547,64,Pekerja Bebas Bukan Perusahan,150121,Doktor,16,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,25.0,>7jt
19548,32,Wiraswasta,226535,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
19549,39,Wiraswasta,284166,Sarjana,13,Menikah,Spesialis,Laki2,0.0,26628000.0,50.0,>7jt
19550,29,Pemerintah Lokal,133327,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,40.0,<=7jt
19551,30,Wiraswasta,184687,SMA,9,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,30.0,<=7jt
19552,45,Wiraswasta,59380,Sarjana,13,Berpisah,Ekesekutif Managerial,Perempuan,0.0,0.0,55.0,<=7jt
19553,19,Wiraswasta,344414,Pendidikan Tinggi,10,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
19554,55,Wiraswasta,106740,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
19555,21,Wiraswasta,260847,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,30.0,<=7jt
19556,45,Wiraswasta,102308,Master,14,Menikah,Ekesekutif Managerial,Laki2,210336000.0,0.0,60.0,>7jt
19557,31,Wiraswasta,302626,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
19558,49,Wiraswasta,107425,Master,14,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,35.0,<=7jt
19559,22,Wiraswasta,297380,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
19560,32,Pekerja Bebas Bukan Perusahan,360689,11th,7,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
19561,34,Pekerja Bebas Bukan Perusahan,56964,SMA,9,Menikah,Supir,Laki2,0.0,0.0,35.0,<=7jt
19562,44,Wiraswasta,228320,SMA,9,Menikah,Tech-support,Laki2,0.0,0.0,45.0,>7jt
19563,32,Wiraswasta,108116,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,26628000.0,60.0,>7jt
19564,22,Wiraswasta,315476,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
19565,18,?,79990,11th,7,Belum Pernah Menikah,?,Laki2,0.0,0.0,35.0,<=7jt
19566,30,?,33811,Sarjana,13,Menikah,?,Perempuan,0.0,0.0,40.0,>7jt
19567,23,Wiraswasta,100345,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,15.0,<=7jt
19568,38,Pemerintah Lokal,223004,Pendidikan Tinggi,10,Cerai,Penjaga,Laki2,0.0,0.0,75.0,<=7jt
19569,35,Wiraswasta,265954,Sarjana,13,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
19570,62,Wiraswasta,235997,12th,8,Janda,Pemuka Agama,Perempuan,0.0,0.0,37.0,<=7jt
19571,21,Wiraswasta,177504,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,35.0,<=7jt
19572,53,Wiraswasta,380086,SMA,9,Menikah,Ekesekutif Managerial,Laki2,107632000.0,0.0,48.0,>7jt
19573,34,Wiraswasta,32528,D4,11,Menikah LDR,Pemuka Agama,Perempuan,0.0,13636000.0,40.0,<=7jt
19574,55,Pemerintah Lokal,253062,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
19575,30,Wiraswasta,316606,Sarjana,13,Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
19576,47,Pemerintah Provinsi,169549,Sarjana,13,Menikah,Spesialis,Laki2,102172000.0,0.0,60.0,>7jt
19577,37,Wiraswasta,238311,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,36.0,>7jt
19578,64,Pekerja Bebas Perusahaan,185912,Sekolah Professional,15,Menikah,Spesialis,Laki2,1399986000.0,0.0,35.0,>7jt
19579,39,Wiraswasta,126494,SMA,9,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
19580,37,Pemerintah Negara,166744,SMA,9,Menikah LDR,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
19581,58,Pekerja Bebas Perusahaan,258883,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,60.0,>7jt
19582,65,?,149131,Sarjana,13,Menikah,?,Laki2,0.0,0.0,40.0,>7jt
19583,31,Wiraswasta,240283,Sarjana,13,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,>7jt
19584,19,?,170125,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,25.0,<=7jt
19585,24,Wiraswasta,100605,Pendidikan Tinggi,10,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,14.0,<=7jt
19586,33,Pemerintah Lokal,281784,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,21896000.0,52.0,>7jt
19587,42,Wiraswasta,92288,Master,14,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
19588,28,Wiraswasta,142712,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
19589,21,Wiraswasta,184568,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
19590,25,Wiraswasta,264055,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
19591,18,Pekerja Bebas Perusahaan,119422,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
19592,49,Wiraswasta,151584,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0.0,0.0,32.0,<=7jt
19593,38,Pemerintah Provinsi,99527,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
19594,33,Wiraswasta,205152,D4,11,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,>7jt
19595,68,Wiraswasta,174895,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
19596,18,Wiraswasta,301814,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,<=7jt
19597,59,Pemerintah Lokal,296253,Master,14,Cerai,Spesialis,Perempuan,120596000.0,0.0,60.0,>7jt
19598,72,Wiraswasta,195184,SMA,9,Janda,Asisten Rumah Tangga,Perempuan,0.0,0.0,12.0,<=7jt
19599,39,Wiraswasta,114605,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
19600,29,Wiraswasta,201454,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
19601,65,?,193365,Pendidikan Tinggi,10,Menikah,?,Laki2,0.0,0.0,50.0,<=7jt
19602,40,Wiraswasta,188942,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0.0,0.0,40.0,<=7jt
19603,37,Wiraswasta,405284,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,18760000.0,42.0,<=7jt
19604,39,Wiraswasta,150217,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0.0,0.0,38.0,<=7jt
19605,68,?,196782,7th-8th,4,Menikah,?,Laki2,0.0,0.0,30.0,<=7jt
19606,24,Wiraswasta,44738,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
19607,19,?,258026,SMA,9,Belum Pernah Menikah,?,Perempuan,0.0,0.0,16.0,<=7jt
19608,61,Wiraswasta,231323,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
19609,27,Pemerintah Provinsi,128059,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
19610,39,Pekerja Bebas Perusahaan,117555,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,>7jt
19611,31,Wiraswasta,177675,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
19612,30,Wiraswasta,98733,Pendidikan Tinggi,10,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,20.0,<=7jt
19613,40,Pemerintah Lokal,293809,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,20.0,<=7jt
19614,36,Pemerintah Lokal,254202,Sekolah Professional,15,Cerai,Spesialis,Perempuan,0.0,0.0,24.0,<=7jt
19615,44,Wiraswasta,127592,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
19616,27,Wiraswasta,219863,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
19617,35,Wiraswasta,218542,9th,5,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
19618,50,Wiraswasta,243115,SMA,9,Menikah LDR,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
19619,55,Wiraswasta,197399,Master,14,Menikah,Ekesekutif Managerial,Laki2,1399986000.0,0.0,55.0,>7jt
19620,49,Wiraswasta,110669,10th,6,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,32.0,<=7jt
19621,41,Wiraswasta,204235,D4,11,Menikah,Sales,Laki2,0.0,0.0,40.0,>7jt
19622,66,Wiraswasta,154164,D3,12,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,7.0,<=7jt
19623,35,Pekerja Bebas Bukan Perusahan,22641,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
19624,54,Pekerja Bebas Perusahaan,166459,Sekolah Professional,15,Menikah,Spesialis,Laki2,1399986000.0,0.0,60.0,>7jt
19625,33,Wiraswasta,115496,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,60.0,>7jt
19626,31,Wiraswasta,200117,SMA,9,Cerai,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
19627,46,?,81136,D4,11,Cerai,?,Laki2,0.0,0.0,30.0,<=7jt
19628,50,Wiraswasta,321770,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
19629,27,Wiraswasta,387776,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
19630,35,Wiraswasta,117381,Sarjana,13,Cerai,Sales,Laki2,0.0,0.0,40.0,<=7jt
19631,39,Wiraswasta,194287,7th-8th,4,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,22428000.0,35.0,<=7jt
19632,42,Wiraswasta,181265,D4,11,Menikah,Supir,Laki2,0.0,0.0,48.0,<=7jt
19633,55,Wiraswasta,208451,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
19634,40,Wiraswasta,176069,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,45.0,<=7jt
19635,73,Wiraswasta,108098,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,32.0,<=7jt
19636,29,Pemerintah Provinsi,119848,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
19637,18,Pemerintah Lokal,146586,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,60.0,<=7jt
19638,67,Pekerja Bebas Bukan Perusahan,98921,D3,12,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
19639,46,Wiraswasta,177114,D3,12,Janda,Spesialis,Perempuan,0.0,0.0,27.0,<=7jt
19640,51,Wiraswasta,332243,Sarjana,13,Cerai,Spesialis,Laki2,0.0,0.0,45.0,<=7jt
19641,28,?,127833,SMA,9,Belum Pernah Menikah,?,Perempuan,0.0,0.0,40.0,<=7jt
19642,37,Wiraswasta,238802,SMA,9,Cerai,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
19643,39,Wiraswasta,306504,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
19644,21,Wiraswasta,242912,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,35.0,<=7jt
19645,47,Pekerja Bebas Bukan Perusahan,148738,7th-8th,4,Menikah,Petani,Laki2,0.0,0.0,72.0,>7jt
19646,26,Wiraswasta,40915,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
19647,22,Wiraswasta,97508,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,50.0,<=7jt
19648,17,Wiraswasta,190941,10th,6,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,<=7jt
19649,55,Wiraswasta,265579,Pendidikan Tinggi,10,Janda,Ekesekutif Managerial,Perempuan,32956000.0,0.0,40.0,<=7jt
19650,65,Wiraswasta,56924,SMA,9,Janda,Asisten Rumah Tangga,Perempuan,0.0,0.0,10.0,<=7jt
19651,55,Wiraswasta,147653,Sarjana,13,Cerai,Pemuka Agama,Perempuan,0.0,0.0,73.0,<=7jt
19652,47,Pemerintah Provinsi,224559,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,>7jt
19653,26,Pemerintah Negara,130557,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,35.0,<=7jt
19654,47,Wiraswasta,189680,Sarjana,13,Menikah,Sales,Laki2,0.0,27678000.0,40.0,>7jt
19655,25,Wiraswasta,109419,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
19656,62,Wiraswasta,223975,7th-8th,4,Menikah,Spesialis,Laki2,0.0,0.0,20.0,<=7jt
19657,49,Wiraswasta,56551,9th,5,Cerai,Perbaikan Kerajinan,Perempuan,76370000.0,0.0,45.0,<=7jt
19658,49,Wiraswasta,62546,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
19659,29,Wiraswasta,337266,D4,11,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
19660,40,Wiraswasta,146659,D3,12,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
19661,42,Pekerja Bebas Perusahaan,377018,11th,7,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
19662,53,Wiraswasta,104748,10th,6,Menikah,Supir,Laki2,0.0,0.0,45.0,<=7jt
19663,21,Wiraswasta,218957,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,<=7jt
19664,27,Wiraswasta,271714,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
19665,25,Wiraswasta,193379,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
19666,41,Wiraswasta,33310,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
19667,37,Pemerintah Lokal,312232,Sarjana,13,Menikah,Penjaga,Laki2,72492000.0,0.0,40.0,>7jt
19668,44,Pemerintah Lokal,64632,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,55.0,<=7jt
19669,40,Wiraswasta,216116,9th,5,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
19670,55,?,227243,SMA,9,Janda,?,Perempuan,0.0,0.0,35.0,<=7jt
19671,55,Wiraswasta,153484,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,27678000.0,50.0,>7jt
19672,18,?,323584,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,10.0,<=7jt
19673,33,Pekerja Bebas Bukan Perusahan,75417,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,8.0,<=7jt
19674,68,?,129802,SMA,9,Janda,?,Perempuan,0.0,0.0,12.0,<=7jt
19675,33,Wiraswasta,123253,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,>7jt
19676,53,Wiraswasta,117674,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,102172000.0,0.0,40.0,>7jt
19677,46,Pemerintah Provinsi,33794,Sarjana,13,Menikah,Tech-support,Laki2,43442000.0,0.0,40.0,>7jt
19678,41,Wiraswasta,180572,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,50.0,>7jt
19679,48,Wiraswasta,155489,Pendidikan Tinggi,10,Cerai,Spesialis,Laki2,0.0,0.0,40.0,>7jt
19680,56,Pekerja Bebas Bukan Perusahan,144351,SMA,9,Menikah,Supir,Laki2,0.0,0.0,90.0,<=7jt
19681,40,Pemerintah Provinsi,177595,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,22106000.0,40.0,<=7jt
19682,31,Wiraswasta,78602,D3,12,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
19683,43,Wiraswasta,124692,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,>7jt
19684,30,Wiraswasta,178587,D4,11,Cerai,Pemuka Agama,Perempuan,0.0,0.0,38.0,<=7jt
19685,44,Wiraswasta,167005,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,61404000.0,0.0,55.0,<=7jt
19686,40,Pemerintah Lokal,38876,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,48.0,<=7jt
19687,26,Wiraswasta,167350,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,43918000.0,0.0,50.0,<=7jt
19688,41,Pekerja Bebas Perusahaan,94113,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,>7jt
19689,69,Pekerja Bebas Perusahaan,169717,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,89852000.0,0.0,45.0,>7jt
19690,57,Pekerja Bebas Bukan Perusahan,321456,SMA,9,Menikah,Petani,Laki2,0.0,0.0,20.0,<=7jt
19691,41,Wiraswasta,112763,SMA,9,Cerai,Pembersih,Perempuan,36358000.0,0.0,40.0,<=7jt
19692,29,Wiraswasta,27436,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,35.0,<=7jt
19693,25,Wiraswasta,310864,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
19694,54,Wiraswasta,20795,SMA,9,Cerai,Penjaga,Laki2,0.0,0.0,40.0,<=7jt
19695,19,Wiraswasta,219742,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,15.0,<=7jt
19696,27,Wiraswasta,176514,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
19697,30,Pemerintah Lokal,27051,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
19698,20,Pemerintah Lokal,186213,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,38.0,<=7jt
19699,27,Wiraswasta,104423,D3,12,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
19700,17,Wiraswasta,211870,9th,5,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,6.0,<=7jt
19701,29,Wiraswasta,205499,Pendidikan Tinggi,10,Menikah,Penjaga,Laki2,0.0,0.0,45.0,<=7jt
19702,73,Pekerja Bebas Bukan Perusahan,30958,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,25.0,<=7jt
19703,30,Pemerintah Negara,126414,Sarjana,13,Menikah LDR,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
19704,39,?,110342,SMA,9,Menikah,?,Perempuan,0.0,0.0,50.0,<=7jt
19705,18,Wiraswasta,426895,12th,8,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,55.0,<=7jt
19706,25,Wiraswasta,257562,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
19707,37,Pekerja Bebas Bukan Perusahan,353298,SMA,9,Menikah,Sales,Laki2,1399986000.0,0.0,50.0,>7jt
19708,25,Wiraswasta,205337,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,50.0,>7jt
19709,18,Wiraswasta,141363,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
19710,17,Wiraswasta,277583,11th,7,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,15.0,<=7jt
19711,47,Pemerintah Negara,187581,D4,11,Menikah,Tech-support,Laki2,0.0,0.0,48.0,>7jt
19712,37,Wiraswasta,387430,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,37.0,<=7jt
19713,49,Wiraswasta,112761,SMA,9,Cerai,Pembersih,Perempuan,0.0,0.0,40.0,<=7jt
19714,31,Wiraswasta,147270,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,35.0,<=7jt
19715,37,Wiraswasta,190964,SMA,9,Berpisah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
19716,45,Pekerja Bebas Bukan Perusahan,192203,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,20790000.0,40.0,>7jt
19717,55,Pekerja Bebas Bukan Perusahan,308746,Sekolah Professional,15,Janda,Spesialis,Laki2,0.0,0.0,55.0,>7jt
19718,52,Pekerja Bebas Bukan Perusahan,284648,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,99.0,>7jt
19719,49,Pekerja Bebas Perusahaan,327258,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0.0,27678000.0,60.0,>7jt
19720,41,Wiraswasta,104892,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
19721,38,Pekerja Bebas Bukan Perusahan,180477,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,37.0,>7jt
19722,32,Wiraswasta,149531,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
19723,43,Pekerja Bebas Bukan Perusahan,194726,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,<=7jt
19724,48,Pekerja Bebas Bukan Perusahan,26502,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
19725,23,Wiraswasta,48343,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,27.0,<=7jt
19726,37,Wiraswasta,359591,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
19727,38,Wiraswasta,127601,Pendidikan Tinggi,10,Janda,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,>7jt
19728,27,Pekerja Bebas Bukan Perusahan,420054,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,133868000.0,0.0,50.0,>7jt
19729,45,Wiraswasta,114032,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,60.0,>7jt
19730,24,Wiraswasta,300584,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
19731,56,Wiraswasta,169560,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
19732,24,Wiraswasta,200121,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,<=7jt
19733,38,Wiraswasta,52187,Sarjana,13,Menikah,Sales,Laki2,210336000.0,0.0,50.0,>7jt
19734,28,Wiraswasta,338376,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,50.0,>7jt
19735,41,Pemerintah Lokal,523910,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
19736,18,Wiraswasta,161245,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,15.0,<=7jt
19737,49,Wiraswasta,209057,Pendidikan Tinggi,10,Cerai,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
19738,22,Wiraswasta,126822,10th,6,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,30.0,<=7jt
19739,58,Pemerintah Negara,299680,Master,14,Menikah,Pemuka Agama,Laki2,210336000.0,0.0,43.0,>7jt
19740,33,Wiraswasta,209768,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
19741,63,Wiraswasta,355459,12th,8,Janda,Asisten Rumah Tangga,Perempuan,0.0,0.0,35.0,<=7jt
19742,42,Pekerja Bebas Perusahaan,130126,Sarjana,13,Menikah,Spesialis,Laki2,0.0,27678000.0,40.0,>7jt
19743,47,Wiraswasta,169092,Master,14,Cerai,Spesialis,Perempuan,0.0,0.0,50.0,>7jt
19744,59,Wiraswasta,195176,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,72.0,<=7jt
19745,49,Wiraswasta,59612,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,44.0,<=7jt
19746,27,Wiraswasta,177072,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
19747,58,Wiraswasta,201344,Sarjana,13,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,20.0,<=7jt
19748,58,?,347692,11th,7,Cerai,?,Laki2,0.0,0.0,15.0,<=7jt
19749,21,Pemerintah Negara,142766,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
19750,22,Wiraswasta,228516,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
19751,19,Wiraswasta,278115,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,12.0,<=7jt
19752,58,Wiraswasta,272902,Sarjana,13,Janda,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
19753,67,Pemerintah Lokal,197816,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,24.0,<=7jt
19754,30,Wiraswasta,236543,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0.0,0.0,68.0,<=7jt
19755,44,Wiraswasta,165599,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,48.0,<=7jt
19756,63,Pemerintah Lokal,168656,Sarjana,13,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,35.0,<=7jt
19757,20,Wiraswasta,211391,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,25.0,<=7jt
19758,47,Pemerintah Lokal,272182,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
19759,62,Wiraswasta,152148,9th,5,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
19760,53,Pemerintah Lokal,124094,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,70182000.0,0.0,35.0,<=7jt
